Nome,Endereço,Cidade,Avaliação,Tipos,Latitude,Longitude,Place_ID
Mirante do Cristo,"R. Papa Joao XXIII - Jardim Comendador Antonio Annunziato, Águas da Prata - SP, 13890-000, Brasil","Águas da Prata, SP",4.7,"atração turística, ponto de interesse, estabelecimento",-219.394.548,-467.215.826,ChIJa-if3u_JyZQRaCHU7VieFPw
Parque Ecológico Dr. Paulino Recch,"R. Salermo, s/n - Silvestre, Amparo - SP, Brasil","Amparo, SP",4.3,"atração turística, parque, ponto de interesse, estabelecimento",-227.055.927,-46.782.205,ChIJPaFOVSEhyZQRyesr0-1n3U4
Praça Padua Salles,"Av. Bernardino de Campos - Centro, Amparo - SP, 13900-490, Brasil","Amparo, SP",4.7,"atração turística, ponto de interesse, estabelecimento",-227.044.826,-467.691.609,ChIJiz9tHyEhyZQRdCWgG0x29Jk
Ladeira das Artes,"R. Rodrigo Silva, 155-175 - Centro, Amparo - SP, 13900-150, Brasil","Amparo, SP",4.5,"atração turística, ponto de interesse, estabelecimento",-2.270.138,-467.642.183,ChIJgVB9WX8hyZQRhkJSveVUSEM
Jardim Público Municipal,"R. Carlos de Campos - Centro, Amparo - SP, Brasil","Amparo, SP",4.6,"atração turística, parque, ponto de interesse, estabelecimento",-227.011.625,-467.587.003,ChIJZxVw4EQhyZQRQBTjAN9J4Ko
Parque Linear Águas do Camanducaia,"Av. Dr. Carlos Burgos, 1967 - Jardim Italia, Amparo - SP, 13901-080, Brasil","Amparo, SP",4.4,"parque, atração turística, ponto de interesse, estabelecimento",-22.703.464,-4.677.196.379.999.990,ChIJC0qfVTkhyZQR9kCNL-hVoZc
"Largo São Benedicto - Centro, Amparo - SP","Largo São Benedicto - Centro, Amparo - SP, Brasil","Amparo, SP",4.7,"parque, ponto de interesse, estabelecimento",-227.023.704,-467.588.713,ChIJBakDFUUhyZQRE-Vsjqy0bOg
Museu Municipal Bernardino De Campos,"R. Luís Leite, 7 - Centro, Amparo - SP, 13900-230, Brasil","Amparo, SP",4.4,"atração turística, museu, ponto de interesse, estabelecimento",-227.013.233,-467.612.583,ChIJ0838OEQhyZQRi2MTdfGX-ew
Cristo Redentor,"Arruda, Amparo - SP, Brasil","Amparo, SP",4.6,"atração turística, ponto de interesse, estabelecimento",-226.943.175,-4.677.214.960.000.000,ChIJ_x2AqT0hyZQRLzq-pyqUO8I
Catedral Nossa Senhora do Amparo,"Praça Monsenhor João Batista Lisboa - Centro, Amparo - SP, 13900-140, Brasil","Amparo, SP",4.9,"atração turística, igreja, local de culto, ponto de interesse, estabelecimento",-227.012.479,-4.676.502.199.999.990,ChIJvassXkAhyZQR-IC5sljJoBw
Alto do Parque Rodrigues,"R. Paulino Joaquim Michelazzo - Parque Rodrigues, Amparo - SP, 13903-172, Brasil","Amparo, SP",0.0,"atração turística, ponto de interesse, estabelecimento",-227.118.952,-467.646.849,ChIJBeYxPAAhyZQRF9Y2cv2dj-4
Amparo - Circuito das Águas e Flores Paulista,"Ribeirão, Amparo - SP, 13901-080, Brasil","Amparo, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-227.086.363,-46.774.213,ChIJhxrkgDshyZQRAMtH-AwChFI
Ponto de recreação,"R. Prudente de Morães, 186-332 - Centro, Amparo - SP, 13900-270, Brasil","Amparo, SP",4.5,"parque, ponto de interesse, estabelecimento",-227.009.516,-467.588.995,ChIJg6Te5kQhyZQRkzYg3XO82T8
Praça Monsenhor João Baptista Lisboa,"Praça Monsenhor João Batista Lisboa - Centro, Amparo - SP, 13900-010, Brasil","Amparo, SP",4.7,"parque, ponto de interesse, estabelecimento",-22.701.417,-467.650.684,ChIJY3csKUchyZQR7ASBzv66_YM
Praça Jorge Pires de Godoy,"-239, R. Condé Parnaíba, 201 - Centro, SP, Brasil","Amparo, SP",4.1,"parque, ponto de interesse, estabelecimento",-226.991.894,-467.659.076,ChIJAWlg80AhyZQRl8zffxA2EaY
Parque das Águas- Amparo BMX & SKT park,"Rod. Eng. Constâncio Cintra - Amparo, SP, Brasil","Amparo, SP",4.4,"parque, ponto de interesse, estabelecimento",-227.368.641,-467.633.298,ChIJUfeUOZQmyZQRQbS7D4lLRrg
Vinícola Terrassos,"Rod. Amparo Itapira SP 352 - km 137, s/n Alferes Rodrigues, Amparo - SP, 13900-970, Brasil","Amparo, SP",4.1,"restaurante, alimentação, ponto de interesse, estabelecimento",-226.661.744,-4.679.238.280.000.000,ChIJs5O1EzYgyZQRjI34eaBkJpw
Ponte Vecchio,"Av. Dr. Carlos Burgos - Centro, Amparo - SP, 13901-080, Brasil","Amparo, SP",0.0,"ponto de interesse, estabelecimento",-2.270.294,-46.771.896,ChIJc1dTdgAhyZQRitbWmVNZHbM
Caminho pro Interior,"Av. da Saudade, 724 - Silvestre, Amparo - SP, 13901-014, Brasil","Amparo, SP",4.7,"parque, local de culto, ponto de interesse, estabelecimento",-227.061.951,-467.776.297,ChIJiR8IuSQhyZQRJEjY-L8KtDU
Parque Turístico,"87V3+XW - Amparo, SP, Brasil","Amparo, SP",0.0,"ponto de interesse, estabelecimento",-226.549.818,-467.452.823,ChIJ736oAAAjyZQRoxkzomJacEI
CIT - Centro de Informações Turísticas de Amparo,"Praça Pádua Salles, 174 - Térreo - Centro, Amparo - SP, Brasil","Amparo, SP",5.0,"agência de viagens, ponto de interesse, estabelecimento",-227.054.468,-467.694.118,ChIJ8_xmvdghyZQRB50BreBZ-TM
Fazenda Benedetti - Turismo Rural,"Rod. Amparo-Serra Negra, Km 138 - s/n - Almeidas, Amparo - SP, 13902-800, Brasil","Amparo, SP",4.7,"cafe, supermercado, loja, alimentação, ponto de interesse, estabelecimento",-2.268.002,-467.327.993,ChIJM4kIgsYjyZQRwccLVvoL1zM
Mundão das Trilhas,"SP-95, Km 50, s/n - Rodovia, Amparo - SP, Brasil","Amparo, SP",4.7,"restaurante, alimentação, ponto de interesse, estabelecimento",-227.029.686,-468.467.559,ChIJ4xEEXKDfyJQRPt59s-xljZI
Presépio Permanente - Santuário de Nossa Senhora Aparecida,"Av. Dr. Júlio Prestes, S/N - Centro, Aparecida - SP, 12570-000, Brasil","Aparecida, SP",4.9,"atração turística, ponto de interesse, estabelecimento",-228.533.398,-452.369.422,ChIJL0bgNULDzJQRW3rdDoBDkpY
Mirante das Pedras,"Av. Itaguaçu, 2200, Aparecida - SP, 12570-000, Brasil","Aparecida, SP",4.6,"atração turística, parque, ponto de interesse, estabelecimento",-228.579.239,-452.510.425,ChIJ3XaD4TzDzJQRtogebPmwfXQ
Trem do Devoto,"R. Benedito Sales Vieira, Aparecida - SP, 12570-000, Brasil","Aparecida, SP",4.7,"atração turística, ponto de interesse, estabelecimento",-228.530.019,-452.435.392,ChIJd-E2fnrDzJQR43KxKPORLYw
Porto Itaguaçu,"R. João de França Mota, s/n, Aparecida - SP, 12570-000, Brasil","Aparecida, SP",4.7,"atração turística, ponto de interesse, estabelecimento",-22.858.197,-45.254.369,ChIJzylv9yLDzJQRoRenUvtT-54
Santuário Nacional de Nossa Senhora da Conceição Aparecida,"Av. Dr. Júlio Prestes, s/n - Centro, Aparecida - SP, 12570-900, Brasil","Aparecida, SP",4.9,"atração turística, igreja, local de culto, ponto de interesse, estabelecimento",-228.505.334,-4.523.372.579.999.990,ChIJnw5Oe2jDzJQR4F2zOHNzlzk
Passarela da Fé,"Av. Dr. Júlio Prestes, S/N, Aparecida - SP, 12570-000, Brasil","Aparecida, SP",4.8,"atração turística, ponto de interesse, estabelecimento",-228.473.315,-452.313.534,ChIJywc1fF3DzJQRhipp4p4zIrY
Cidade do Romeiro,"Av. Isaac Ferreira Encarnação, 501 - Jardim Paraíba, Aparecida - SP, 12575-182, Brasil","Aparecida, SP",,"atração turística, ponto de interesse, estabelecimento",-228.529.298,-452.429.225,ChIJ0WxI32rDzJQRx_VG4g0IIMU
Morro do Cruzeiro - Aparecida,"Tv. José Amador, S/N, Aparecida - SP, 12570-000, Brasil","Aparecida, SP",4.8,"atração turística, ponto de interesse, estabelecimento",-228.476.066,-452.232.117,ChIJd1HbYKDEzJQRxUFwiKZfqRg
Torre do Santuário,"Aparecida - SP, 12570-000, Brasil","Aparecida, SP",4.9,"atração turística, ponto de interesse, estabelecimento",-228.498.528,-452.343.146,ChIJ6XhvAmjDzJQREKroVvEiheM
Aquário de Aparecida,"Centro de Apoio ao Romeiro. Asa Oeste Aquario. Bairro: - Avenida Getúlio Vargas, R. Santa Rita, s/ n, Aparecida - SP, 12570-000, Brasil","Aparecida, SP",4.6,"aquário, ponto de interesse, estabelecimento",-228.556.325,-452.354.625,ChIJUReb4UTDzJQRm0UI6V-BD0Y
Museu Histórico Municipal Luiz Saffi,"R. Otero, 98 - Centro, Barra Bonita - SP, 17340-000, Brasil","Barra Bonita, SP",4.4,"museu, atração turística, ponto de interesse, estabelecimento",-224.977.178,-485.599.501,ChIJIeKhlGJPx5QRMNAB0_D-Fmk
Mirante Barra Bonita,"Av. Narcisa Chesini Ometto - Vila Hab., Barra Bonita - SP, 17340-000, Brasil","Barra Bonita, SP",4.6,"atração turística, ponto de interesse, estabelecimento",-224.888.859,-4.855.201.109.999.990,ChIJwfRt2sJFx5QRbtYEjbxWZJs
Parque turístico municipal Deputado Waldemar Lopes Ferraz,"Barra Bonita - SP, 17340-000, Brasil","Barra Bonita, SP",4.7,"parque, ponto de interesse, estabelecimento",-224.980.446,-485.639.437,ChIJl8lltGRPx5QRq6TVXdijp6c
Teleférico da Barra,"Av. Rosa Zanela Petri - Centro, Barra Bonita - SP, 17340-000, Brasil","Barra Bonita, SP",4.5,"atração turística, ponto de interesse, estabelecimento",-224.984.116,-485.634.423,ChIJFfRLXmNPx5QRPmgIOc0zP7M
Memorial do Rio Tietê,"Av. Pedro Ometto, 467 - Centro, Barra Bonita - SP, 17340-000, Brasil","Barra Bonita, SP",4.3,"museu, ponto de interesse, estabelecimento",-224.986.994,-4.855.696.409.999.990,ChIJCaXUfSpFx5QRG0qy3rxc8Cc
ÁGUA VIDA ENTRETENIMENTO NAUTICO,"Av. Pedro Ometto, 555 - Centro, Barra Bonita - SP, 17340-000, Brasil","Barra Bonita, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-224.989.206,-48.555.997,ChIJJcsx5yZFx5QRVK4wJ7O-_6Y
Embarque Navio Cidade da Cuesta,"Av. Rosa Zanela Petri, 301 - Vila Nova, Barra Bonita - SP, 17340-000, Brasil","Barra Bonita, SP",4.6,"atração turística, hospedagem, ponto de interesse, estabelecimento",-224.985.114,-485.651.291,ChIJi7MHx2RPx5QRHFWvAXuG8Lo
Museu de Barra Bonita,"R. Otero, 80 - Centro, Barra Bonita - SP, 17340-000, Brasil","Barra Bonita, SP",4.4,"museu, atração turística, ponto de interesse, estabelecimento",-22.497.714,-485.599.697,ChIJO3w3k2JPx5QRXv-eNzUrHo0
PEDALINHOS - Barra Bonita,"Av. Rosa Zanela Petri, 160 - Vila Bressanin, Barra Bonita - SP, 17340-000, Brasil","Barra Bonita, SP",4.8,"atração turística, ponto de interesse, estabelecimento",-224.982.187,-485.647.088,ChIJndbo0MJPx5QRCvQbVapOm6Q
Navegação Fluvial Médio Tietê,"Av. Pedro Ometto, 130 - Centro, Barra Bonita - SP, 17340-001, Brasil","Barra Bonita, SP",4.6,"agência de viagens, ponto de interesse, estabelecimento",-224.983.114,-485.599.196,ChIJCam5uYlFx5QR6YUrCuOfkx0
Praça do Artesanto,"Av. Pedro Ometto, 201 - Centro, Barra Bonita - SP, 17340-000, Brasil","Barra Bonita, SP",4.4,"ponto de interesse, estabelecimento",-224.982.731,-485.585.009,ChIJu9oS0YlFx5QRBLqnrhhwPBU
Letreiro Barra Bonita,"Av. Pedro Ometto, 579 - Centro, Barra Bonita - SP, 17340-000, Brasil","Barra Bonita, SP",4.8,"atração turística, ponto de interesse, estabelecimento",-224.991.681,-485.552.295,ChIJTRNWrENFx5QRxt624KY8lP8
Primar Navegação - Barra Bonita,"Av. Pedro Ometto, 198 - Centro, Barra Bonita - SP, 17340-000, Brasil","Barra Bonita, SP",4.7,"agência de viagens, ponto de interesse, estabelecimento",-224.983.348,-485.598.223,ChIJb4fu42JPx5QR97_za-ZeLjs
Barco do Marcos Alasmar,"Av. Rosa Zanela Petri, 317 - Vila Nova, Barra Bonita - SP, 17340-000, Brasil","Barra Bonita, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-224.990.513,-485.658.574,ChIJY74ysnZPx5QRyuNF67xJnHY
Tapri Navegação Fluvial e Eclusagem,"Av. Rosa Zanela Petri, 97 - Centro, Barra Bonita - SP, 17340-003, Brasil","Barra Bonita, SP",4.5,"agência de viagens, ponto de interesse, estabelecimento",-224.983.492,-4.856.407.129.999.990,ChIJGyA4ZyBPx5QRKq0n8kfkpMo
Ponte Campos Salles,"R. Barra Bonita, Igaraçu do Tietê - SP, 17350-000, Brasil","Barra Bonita, SP",4.6,"ponto de interesse, estabelecimento",-224.992.694,-4.856.139.049.999.990,ChIJ8RzuAGNPx5QRSwQjzIsAFLk
Bonde Barra Bonita,"Av. Pedro Ometto, 100 - Orla, Barra Bonita - SP, 17340-000, Brasil","Barra Bonita, SP",4.6,"agência de viagens, ponto de interesse, estabelecimento",-224.985.807,-485.586.699,ChIJkYcP4IVFx5QRzBP6AFanGzw
Rio Tietê-Eclusa -Barra Bonita/Igaraçu Do Tietê,"Av. Pedro Ometto, 130 - Centro, Barra Bonita - SP, 17340-001, Brasil","Barra Bonita, SP",4.7,"agência de viagens, ponto de interesse, estabelecimento",-225.200.852,-48.535.007,ChIJJc-Ct4lFx5QRwlnaiGjWZAI
Praça Almirante Barroso,"17340-000, R. do Pôrto, 89-191 - Centro, Barra Bonita - SP, 17340-000, Brasil","Barra Bonita, SP",4.5,"parque, ponto de interesse, estabelecimento",-224.983.853,-485.633.304,ChIJAY4oQ2NPx5QRC5hveqNQpeY
Barretos Country Park,"Av. Pedro Vicentini, 303 - Aeroporto, Barretos - SP, 14785-100, Brasil","Barretos, SP",4.4,"atração turística, parque, parque de diversões, ponto de interesse, estabelecimento",-205.755.796,-485.852.171,ChIJnXHtAmyFu5QRm3-04tNnjjU
"Museu Histórico, Artístico e Folclórico Ruy Menezes","Avenida 17, 311 Praça Francisco Barreto Av 17 Esq, R. Dezesseis - Centro, Barretos - SP, 14780-290, Brasil","Barretos, SP",4.4,"museu, atração turística, ponto de interesse, estabelecimento",-205.589.376,-485.667.841,ChIJqebV5TCFu5QRxtKkAWcK7us
Memorial do Peão de Boiadeiro,"Av. 25 de Agosto, 178-244 - Barretos, SP, Brasil","Barretos, SP",4.8,"museu, ponto de interesse, estabelecimento",-205.102.459,-486.006.783,ChIJTV1bRYKDu5QRebBDYbEMdKQ
Monumento ao Peão,"Unnamed Road, Barretos - SP, Brasil","Barretos, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-20.509.655,-485.997.434,ChIJc12Pgy6Du5QRA0H6B3pIqqk
Região dos Lagos,"210, Av. Centenário da Abolição, 70, Barretos - SP, Brasil","Barretos, SP",4.5,"parque, ponto de interesse, estabelecimento",-20.564.392,-4.858.040.769.999.990,ChIJvctKORGFu5QRW3E9K00X-KA
Memorial do touro bandido,"Estr. Das Comitivas, 143 - Los Angeles, Barretos - SP, 14787-400, Brasil","Barretos, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-205.098.062,-486.009.605,ChIJEWA0yBWDu5QRCqStF9ZjFjo
Gorilão Família,"Via Conselheiro Antônio Prado, 1400 LUC Nº A-1500- Pedro Cavalini, Barretos - SP, North Shopping. - 14784-200 - Pedro Cavalini, Barretos - SP, 14784-200, Brasil","Barretos, SP",4.0,"parque de diversões, parque, ponto de interesse, estabelecimento",-205.735.388,-4.855.880.819.999.990,ChIJeWTaJa2au5QRSd91zVoaCWE
Parque do Peãozinho,"Av. 25 de Agosto, 409-415 - Barretos, SP, Brasil","Barretos, SP",4.7,"parque de diversões, ponto de interesse, estabelecimento",-205.087.529,-485.963.199,ChIJJ6uM_XiDu5QR2U4Fmq3sQJA
Parque do Peão Os Independentes,"Rod. Brg. Faria Lima, Km 428 - Zona Rural, Barretos - SP, 14780-970, Brasil","Barretos, SP",4.8,"ponto de interesse, estabelecimento",-205.095.141,-485.976.393,ChIJKRHD64KDu5QRew5j1g4fAGM
Praça da Primavera,"R. Dezesseis, 1002-1098 - Centro, Barretos - SP, 14780-050, Brasil","Barretos, SP",4.6,"parque, ponto de interesse, estabelecimento",-20.552.881,-485.709.982,ChIJjcvvyyWFu5QRL7jdIRG-Qdg
ecobar & camping,"R. dos Canários - Jardim Caicara, Barretos - SP, 14786-102, Brasil","Barretos, SP",0.0,"agência de viagens, ponto de interesse, estabelecimento",-205.383.315,-486.061.943,ChIJgdwmiGCEu5QRFr5OrXMFHks
Catedral do Divino Espírito Santo,"Pr. Francisco Barreto, 107 - Centro, Barretos - SP, 14780-059, Brasil","Barretos, SP",4.8,"igreja, local de culto, ponto de interesse, estabelecimento",-205.578.805,-485.679.193,ChIJVVVVVSKFu5QRgrjX2ly2J84
Recinto Paulo de Lima Correa,"Av. Vinte e Três - Centro, Barretos - SP, 14780-100, Brasil","Barretos, SP",4.5,"museu, ponto de interesse, estabelecimento",-205.611.072,-485.765.101,ChIJHxJ9rD2Fu5QRTV115cV-5G4
BELLE TUR AGENCIA DE VIAGENS E TURISMO,"R. Vinte, 179 - Centro, Barretos - SP, 14780-070, Brasil","Barretos, SP",4.7,"agência de viagens, ponto de interesse, estabelecimento",-205.541.381,-4.857.201.389.999.990,ChIJ48QtWySFu5QRQFtgnSY2ncM
Viaje Sim Excursões e Turismo,"Av. Primeiro de Maio, 362 - Derby Clube, Barretos - SP, 14787-200, Brasil","Barretos, SP",5.0,"agência de viagens, ponto de interesse, estabelecimento",-205.343.781,-485.723.413,ChIJudV7PuiFu5QRrMJJEwPWIzM
Almado Viagens,"Av. 35, 10 - Centro, Barretos - SP, 14780-380, Brasil","Barretos, SP",0.0,"agência de viagens, ponto de interesse, estabelecimento",-205.500.932,-485.687.519,ChIJXdJXQwCFu5QRvwEiFbUW4ok
Rio das Pedras Country Club,"Rod. Brg. Faria Lima, Km 432 - Barretos, SP, 32110-005, Brasil","Barretos, SP",4.5,"ponto de interesse, estabelecimento",-204.839.086,-4.860.513.359.999.990,ChIJB1Ikj66Du5QR0bfdIu0O8R8
Lima Almado Viagens,"R. Vinte e Dois, 120 - Centro, Barretos - SP, 14780-080, Brasil","Barretos, SP",4.6,"agência de viagens, ponto de interesse, estabelecimento",-205.542.813,-485.732.835,ChIJW-hzwzqFu5QRvjBU0nAu8zI
Mesquita de Barretos,"Centro, Barretos - SP, 14787-304, Brasil","Barretos, SP",4.6,"ponto de interesse, estabelecimento",-205.548.094,-485.639.811,ChIJISF1_jGFu5QR4auWlDtDF1M
Festa do Peão de Boiadeiro de Barretos,"Rod. Brg. Faria Lima, Km 428 - Rural, Barretos - SP, 14780-170, Brasil","Barretos, SP",4.8,"ponto de interesse, estabelecimento",-20.509.115,-486.006.108,ChIJZ4waGWV8u5QRTArrMdWpqig
North Shopping Barretos,"Via Conselheiro Antônio Prado, 1400 - Pedro Cavalini, Barretos - SP, 14784-200, Brasil","Barretos, SP",4.5,"shopping, ponto de interesse, estabelecimento",-205.740.921,-485.588.378,ChIJNzfexFKFu5QRrBoNSZP30qM
Estádio Polivalente Dr. Uebe Rezek,"R. do Peão - Barretos, SP, Brasil","Barretos, SP",4.7,"ponto de interesse, estabelecimento",-205.096.442,-485.946.795,ChIJnc6yJnmDu5QRqoK7Y8p1SqA
Agência Barretos Country Turismo,"Av. Dezessete, 2394 - América, Barretos - SP, 14783-064, Brasil","Barretos, SP",4.8,"agência de viagens, ponto de interesse, estabelecimento",-205.675.246,-485.819.264,ChIJN4ihAruFu5QRDvriVgzF5us
Cervejaria Guilda,"Av. dos Maçons, 1405 - Jardim Ramos, Barretos - SP, 14783-167, Brasil","Barretos, SP",4.7,"alimentação, ponto de interesse, estabelecimento",-205.699.659,-485.842.141,ChIJS_CcUROFu5QR7fbL4I_PAXc
Paróquia Nossa Senhora Aparecida (Minibasílica),"Praça Emílio José Pinto, 300 - Marília, Barretos - SP, 14780-579, Brasil","Barretos, SP",4.9,"igreja, local de culto, ponto de interesse, estabelecimento",-20.550.081,-485.864.294,ChIJazLA9uKEu5QRQ94rQfX31zA
Barretos Country Resort,"Av. Pedro Vicentini, 303 - Aeroporto, Barretos - SP, 14785-100, Brasil","Barretos, SP",4.4,"hospedagem, ponto de interesse, estabelecimento",-20.575.819,-485.850.709,ChIJcXUQH2yFu5QRNOgX_K8NgFU
Centerplex North Shopping Barretos,"Via Conselheiro Antônio Prado - Pedro Cavalini, Barretos - SP, 14780-060, Brasil","Barretos, SP",4.4,"cinema, ponto de interesse, estabelecimento",-205.740.707,-485.585.306,ChIJqQ91LFOFu5QRsK0BkLInVEo
Represa De Bebedouro,"R. São João, 201-257 - Centro, Bebedouro - SP, 14702-008, Brasil","Bebedouro, SP",4.5,"parque, ponto de interesse, estabelecimento",-209.527.586,-484.759.928,ChIJBeDJ_lbhu5QRNU-gy4QheoU
Museu de Bebedouro,"Praça Santos Dumond, s/n - Centro, Bebedouro - SP, 14702-008, Brasil","Bebedouro, SP",4.6,"museu, ponto de interesse, estabelecimento",-209.519.831,-484.752.916,ChIJeVuo61bhu5QR_gVMGCO1JvE
Sítio alto do Mirante,"Bebedouro, SP, Brasil","Bebedouro, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-209.671.465,-484.315.089,ChIJfzeAcUrhu5QRXRXWOHv1elM
Monumento aos Construtores de Bebedouro,"Centro, Bebedouro - SP, 14700-129, Brasil","Bebedouro, SP",0.0,"parque, ponto de interesse, estabelecimento",-209.504.111,-484.790.078,ChIJA2Q0IB_ju5QRfMuynSHZqNU
Bebedouro Racing,"Praça Valêncio de Barros - Centro, Bebedouro - SP, 14700-000, Brasil","Bebedouro, SP",5.0,"parque, ponto de interesse, estabelecimento",-20.948.837,-484.822.053,ChIJjZrlRP_ju5QRwKDooGwfNXQ
SIC - Sistema de Intercâmbio Cultural / Bebedouro,"R. Melvin Jones, 480 - Vila Maria, Bebedouro - SP, 14701-486, Brasil","Bebedouro, SP",5.0,"escola secundária, agência de viagens, escola, ponto de interesse, estabelecimento",-209.447.788,-484.910.812,ChIJ3UHxBv3ju5QR6obBDfcHgsk
Caravana The Send,"Alameda Parati, 751 - Jardim Menino Deus II, Bebedouro - SP, 14708-092, Brasil","Bebedouro, SP",0.0,"agência de viagens, ponto de interesse, estabelecimento",-209.180.995,-484.947.427,ChIJ5VHQgiXlu5QRvq3JJckSrpI
Estádio Municipal Sócrates Stamato,"R. Mauro de Abreu Izique, 242 - Jardim Casagrande, Bebedouro - SP, 14701-615, Brasil","Bebedouro, SP",4.4,"stadium, ponto de interesse, estabelecimento",-209.420.967,-484.938.154,ChIJIWRtcg7ku5QRnT7HAq3Difg
Bebedouro Shopping,"Av. Alan Kardec, 1451 - Centro, Bebedouro - SP, 14701-464, Brasil","Bebedouro, SP",4.2,"shopping, ponto de interesse, estabelecimento",-209.496.431,-484.922.131,ChIJPR8sIgrku5QRHcbnzgROYWo
Dorí Tur Locação de Vans e Fretamento,"R. Nossa Sra. de Fátima, 1441 - Centro, Bebedouro - SP, 14701-150, Brasil","Bebedouro, SP",0.0,"empresa de mudanças, agência de viagens, ponto de interesse, estabelecimento",-209.593.914,-48.484.993,ChIJBcbIZoHju5QRtzuSGMPWq1w
A. B. F. Associação Bebedourense de ferromodelismo (Museu Ferroviário),"3G2F+XH - Av. dos Antunes - Centro, Bebedouro - SP, 14700-000, Brasil","Bebedouro, SP",4.8,"museu, ponto de interesse, estabelecimento",-209.474.807,-48.476.158,ChIJVZd_dybhu5QRBoCnB67LNxg
Floresta de Bebedouro,"Estradas De Areias, S/N° - Horto Florestal, Bebedouro - SP, 14700-000, Brasil","Bebedouro, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-209.400.447,-484.812.313,ChIJU-CKfo_lu5QR0p5NcZY4gu8
